locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBJMCHFD_01075	CDS	1263	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FBJMCHFD_01076	CDS	897	bmrU_1	2.7.1.-	COG1597	Putative lipid kinase BmrU
FBJMCHFD_01077	CDS	438				hypothetical protein
FBJMCHFD_01078	CDS	768	artP_1		COG0834	Arginine-binding extracellular protein ArtP
FBJMCHFD_01079	CDS	660	artQ_1		COG0765	Arginine transport system permease protein ArtQ
FBJMCHFD_01080	CDS	723	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
FBJMCHFD_01081	CDS	954				hypothetical protein
FBJMCHFD_01082	CDS	378	ykuD_1	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
FBJMCHFD_01083	CDS	96				hypothetical protein
FBJMCHFD_01084	CDS	429	epi_1	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
FBJMCHFD_01085	CDS	1524	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
FBJMCHFD_01086	CDS	1116	pepT_3	3.4.11.4	COG2195	Peptidase T
FBJMCHFD_01087	CDS	837	misCB_1		COG0706	Membrane protein insertase MisCB
FBJMCHFD_01088	CDS	282	mifM			Membrane protein insertion and folding monitor
FBJMCHFD_01089	CDS	1245	dinB_1	2.7.7.7	COG0389	DNA polymerase IV
FBJMCHFD_01090	CDS	1410	gndA_1	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
FBJMCHFD_01091	CDS	1470	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
FBJMCHFD_01092	CDS	927	rnz_1	3.1.26.11	COG1234	Ribonuclease Z
FBJMCHFD_01093	CDS	153	rpmG2			50S ribosomal protein L33 2
FBJMCHFD_01094	CDS	774	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
FBJMCHFD_01095	CDS	1017	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
FBJMCHFD_01096	CDS	324				hypothetical protein
FBJMCHFD_01097	CDS	855	cmpR_1			HTH-type transcriptional activator CmpR
FBJMCHFD_01098	CDS	531	nusG_1		COG0250	Transcription termination/antitermination protein NusG
FBJMCHFD_01099	CDS	2259	pksE_2		COG0331	Polyketide biosynthesis protein PksE
FBJMCHFD_01100	CDS	981				hypothetical protein
FBJMCHFD_01101	CDS	273	acpP_4			Acyl carrier protein
FBJMCHFD_01102	CDS	1365	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
FBJMCHFD_01103	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJMCHFD_01104	CDS	1185	mtnK_1	2.7.1.100	COG4857	Methylthioribose kinase
FBJMCHFD_01105	CDS	1062	mtnA_1	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
FBJMCHFD_01106	CDS	120				hypothetical protein
FBJMCHFD_01107	CDS	498	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
FBJMCHFD_01108	CDS	2220	kinE_1	2.7.13.3	COG2202	Sporulation kinase E
FBJMCHFD_01109	CDS	1023				hypothetical protein
FBJMCHFD_01110	CDS	171				hypothetical protein
FBJMCHFD_01111	CDS	675				hypothetical protein
FBJMCHFD_01112	CDS	1353	ktrB_1		COG0168	Ktr system potassium uptake protein B
FBJMCHFD_01113	CDS	894	htpX_3	3.4.24.-	COG0501	Protease HtpX
FBJMCHFD_01114	CDS	702				hypothetical protein
FBJMCHFD_01115	CDS	195	sspD_1			Small, acid-soluble spore protein D
FBJMCHFD_01116	CDS	1170	rsgI_1			Anti-sigma-I factor RsgI
FBJMCHFD_01117	CDS	756	sigI_1			RNA polymerase sigma factor SigI
FBJMCHFD_01118	CDS	783				hypothetical protein
FBJMCHFD_01119	CDS	570				hypothetical protein
FBJMCHFD_01120	CDS	882	ku_1		COG1273	Non-homologous end joining protein Ku
FBJMCHFD_01121	CDS	1836	ligd_1		COG1793	Bifunctional non-homologous end joining protein LigD
FBJMCHFD_01122	CDS	555				hypothetical protein
FBJMCHFD_01123	CDS	462	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
FBJMCHFD_01124	CDS	183	ykoL_1			Stress response protein YkoL
FBJMCHFD_01125	CDS	156				hypothetical protein
FBJMCHFD_01126	CDS	333	tnrA_1		COG0789	HTH-type transcriptional regulator TnrA
FBJMCHFD_01127	CDS	1356	mgtE_1		COG2239	Magnesium transporter MgtE
FBJMCHFD_01128	CDS	138				hypothetical protein
FBJMCHFD_01129	CDS	1263	ydhD_1	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
FBJMCHFD_01130	CDS	600	ykoE_1		COG4721	Putative HMP/thiamine permease protein YkoE
FBJMCHFD_01131	CDS	1638	ykoD_1	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
FBJMCHFD_01132	CDS	762	ykoC_1			Putative HMP/thiamine permease protein YkoC
FBJMCHFD_01133	CDS	834	rsbRB_1		COG1366	RsbT co-antagonist protein RsbRB
FBJMCHFD_01134	CDS	960	isp_1	3.4.21.-	COG1404	Major intracellular serine protease
FBJMCHFD_01135	CDS	2289	metE_4	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
FBJMCHFD_01136	CDS	1779				hypothetical protein
FBJMCHFD_01137	CDS	1176				hypothetical protein
FBJMCHFD_01138	CDS	1128				hypothetical protein
FBJMCHFD_01139	CDS	462				hypothetical protein
FBJMCHFD_01140	CDS	585				hypothetical protein
FBJMCHFD_01141	CDS	411	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
FBJMCHFD_01142	CDS	510	ohrR_1			Organic hydroperoxide resistance transcriptional regulator
FBJMCHFD_01143	CDS	426	ohrA_1		COG1764	Organic hydroperoxide resistance protein OhrA
FBJMCHFD_01144	CDS	1248	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
FBJMCHFD_01145	CDS	1113	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
FBJMCHFD_01146	CDS	903	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FBJMCHFD_01147	CDS	315	gdnD_1		COG2076	putative guanidinium efflux system subunit GdnD
FBJMCHFD_01148	CDS	339	gdnC_1		COG2076	putative guanidinium efflux system subunit GdnC
FBJMCHFD_01149	CDS	546		2.3.1.-	COG1670	Acetyltransferase
FBJMCHFD_01150	CDS	519				hypothetical protein
FBJMCHFD_01151	CDS	861	arcA_1	3.5.3.6		Arginine deiminase
FBJMCHFD_01152	CDS	1050	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
FBJMCHFD_01153	CDS	972	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FBJMCHFD_01154	CDS	900	ykfC_1	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
FBJMCHFD_01155	CDS	1098	ykfB_1	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FBJMCHFD_01156	CDS	936	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
FBJMCHFD_01157	CDS	1620	dppE_1		COG4166	Dipeptide-binding protein DppE
FBJMCHFD_01158	CDS	1029	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
FBJMCHFD_01159	CDS	948	dppC_1		COG1173	Dipeptide transport system permease protein DppC
FBJMCHFD_01160	CDS	927	dppB_1		COG0601	Dipeptide transport system permease protein DppB
FBJMCHFD_01161	CDS	825	dppA_1	3.4.11.-	COG2362	D-aminopeptidase
FBJMCHFD_01162	CDS	1560	mdtD_1			Putative multidrug resistance protein MdtD
FBJMCHFD_01163	CDS	1353	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
FBJMCHFD_01164	CDS	255				hypothetical protein
FBJMCHFD_01165	CDS	972		2.4.-.-		putative glycosyltransferase
FBJMCHFD_01166	CDS	2160				hypothetical protein
FBJMCHFD_01167	CDS	951	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
FBJMCHFD_01168	CDS	1368	steT_1		COG0531	Serine/threonine exchanger SteT
FBJMCHFD_01169	CDS	618				hypothetical protein
FBJMCHFD_01170	CDS	999				hypothetical protein
FBJMCHFD_01171	CDS	747	spoIISA_1			Stage II sporulation protein SA
FBJMCHFD_01172	CDS	171	spoIISB_1			Stage II sporulation protein SB
FBJMCHFD_01173	CDS	879	xlyA_1	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
FBJMCHFD_01174	CDS	264				hypothetical protein
FBJMCHFD_01175	CDS	264				hypothetical protein
FBJMCHFD_01176	CDS	762				hypothetical protein
FBJMCHFD_01177	CDS	198				hypothetical protein
FBJMCHFD_01178	CDS	372				hypothetical protein
FBJMCHFD_01179	CDS	1623				hypothetical protein
FBJMCHFD_01180	CDS	273				hypothetical protein
FBJMCHFD_01181	CDS	579				hypothetical protein
FBJMCHFD_01182	CDS	1047				hypothetical protein
FBJMCHFD_01183	CDS	426				hypothetical protein
FBJMCHFD_01184	CDS	267				hypothetical protein
FBJMCHFD_01185	CDS	978				hypothetical protein
FBJMCHFD_01186	CDS	660				hypothetical protein
FBJMCHFD_01187	CDS	3603	yqbO_1		COG3953	putative protein YqbO
FBJMCHFD_01188	CDS	501	yobL_1	3.1.-.-		Ribonuclease YobL
FBJMCHFD_01189	CDS	459	yobK_1			Antitoxin YobK
FBJMCHFD_01190	CDS	360				hypothetical protein
FBJMCHFD_01191	CDS	1020				hypothetical protein
FBJMCHFD_01192	CDS	219				hypothetical protein
FBJMCHFD_01193	CDS	1137	rapA_2	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
FBJMCHFD_01194	CDS	360				hypothetical protein
FBJMCHFD_01195	CDS	375				hypothetical protein
FBJMCHFD_01196	CDS	237				hypothetical protein
FBJMCHFD_01197	CDS	363	yobA			putative protein YobA
FBJMCHFD_01198	CDS	177				hypothetical protein
FBJMCHFD_01199	CDS	426	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
FBJMCHFD_01200	CDS	1152	phy_1	3.1.3.8		3-phytase
FBJMCHFD_01201	CDS	957	ykvP		COG1388	Spore protein YkvP
FBJMCHFD_01202	CDS	432				hypothetical protein
FBJMCHFD_01203	CDS	300				hypothetical protein
FBJMCHFD_01204	CDS	1272				hypothetical protein
FBJMCHFD_01205	CDS	780				hypothetical protein
FBJMCHFD_01206	CDS	141				hypothetical protein
FBJMCHFD_01207	CDS	447	sbmC_1			DNA gyrase inhibitor
FBJMCHFD_01208	CDS	1332	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
FBJMCHFD_01209	CDS	690	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
FBJMCHFD_01210	CDS	696	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
FBJMCHFD_01211	CDS	1302	ylmB_1	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
FBJMCHFD_01212	CDS	867	yodP_1	2.3.1.-		N-acetyltransferase YodP
FBJMCHFD_01213	CDS	1422	kamA_1	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
FBJMCHFD_01214	CDS	279				hypothetical protein
FBJMCHFD_01215	CDS	225				hypothetical protein
FBJMCHFD_01216	CDS	681				hypothetical protein
FBJMCHFD_01217	CDS	144				hypothetical protein
FBJMCHFD_01218	CDS	174				hypothetical protein
FBJMCHFD_01219	CDS	612	pgpB_1	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
FBJMCHFD_01220	CDS	321				hypothetical protein
FBJMCHFD_01221	CDS	126				hypothetical protein
FBJMCHFD_01222	CDS	699	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
FBJMCHFD_01223	CDS	819	yodJ_1	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
FBJMCHFD_01224	CDS	252				hypothetical protein
FBJMCHFD_01225	CDS	702	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FBJMCHFD_01226	CDS	1404	ctpA_1	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
FBJMCHFD_01227	CDS	726	yydK_1		COG2188	putative HTH-type transcriptional regulator YydK
FBJMCHFD_01228	CDS	1443	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
FBJMCHFD_01229	CDS	1470				hypothetical protein
FBJMCHFD_01230	CDS	1491	yodF_2		COG0591	putative symporter YodF
FBJMCHFD_01231	CDS	201				hypothetical protein
FBJMCHFD_01232	CDS	924	mhqE_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
FBJMCHFD_01233	CDS	603	mhqD_1	3.1.-.-	COG0400	Putative hydrolase MhqD
FBJMCHFD_01234	CDS	609	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
FBJMCHFD_01235	CDS	330	yodB_1		COG1733	HTH-type transcriptional regulator YodB
FBJMCHFD_01236	CDS	369				hypothetical protein
FBJMCHFD_01237	CDS	390				hypothetical protein
FBJMCHFD_01238	CDS	240				hypothetical protein
FBJMCHFD_01239	CDS	465	gerT_1			Spore germination protein GerT
FBJMCHFD_01240	CDS	897	rarD_1		COG2962	Protein RarD
FBJMCHFD_01241	CDS	279				hypothetical protein
FBJMCHFD_01242	CDS	351	yojF_1			putative protein YojF
FBJMCHFD_01243	CDS	666	bshB2_1	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
FBJMCHFD_01244	CDS	849	rsbRC_1		COG1366	RsbT co-antagonist protein RsbRC
FBJMCHFD_01245	CDS	1362	norM_1		COG0534	Multidrug resistance protein NorM
FBJMCHFD_01246	CDS	111				hypothetical protein
FBJMCHFD_01247	CDS	627	cdaS_1	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaS
FBJMCHFD_01248	CDS	1185	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
FBJMCHFD_01249	CDS	1236	cwlS_1	3.4.19.11	COG0791	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
FBJMCHFD_01250	CDS	591	yojM		COG2032	Superoxide dismutase-like protein YojM
FBJMCHFD_01251	CDS	891				hypothetical protein
FBJMCHFD_01252	CDS	1917				hypothetical protein
FBJMCHFD_01253	CDS	2835	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
FBJMCHFD_01254	CDS	1248	odhB_1	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
FBJMCHFD_01255	CDS	753	yflN_1	3.-.-.-	COG0491	putative metallo-hydrolase YflN
FBJMCHFD_01256	CDS	972	panS_1		COG0385	Pantothenate precursors transporter PanS
FBJMCHFD_01257	CDS	1338				hypothetical protein
FBJMCHFD_01258	CDS	846				hypothetical protein
FBJMCHFD_01259	CDS	1884	sqhC_1	4.2.1.137	COG1657	Sporulenol synthase
FBJMCHFD_01260	CDS	1488	styD_1	1.2.1.39		Phenylacetaldehyde dehydrogenase
FBJMCHFD_01261	CDS	204				hypothetical protein
FBJMCHFD_01262	CDS	141				hypothetical protein
FBJMCHFD_01263	CDS	345				hypothetical protein
FBJMCHFD_01264	CDS	234				hypothetical protein
FBJMCHFD_01265	CDS	273				hypothetical protein
FBJMCHFD_01266	CDS	483	yocM_1		COG0071	Salt stress-responsive protein YocM
FBJMCHFD_01267	CDS	234				hypothetical protein
FBJMCHFD_01268	CDS	348				hypothetical protein
FBJMCHFD_01269	CDS	492	yocK_1		COG1734	General stress protein 16O
FBJMCHFD_01270	CDS	102				hypothetical protein
FBJMCHFD_01271	CDS	627	azoR1_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
FBJMCHFD_01272	CDS	1779	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
FBJMCHFD_01273	CDS	870	yocH_1		COG1388	Cell wall-binding protein YocH
FBJMCHFD_01274	CDS	402				hypothetical protein
FBJMCHFD_01275	CDS	978	mccF_1			Microcin C7 self-immunity protein MccF
FBJMCHFD_01276	CDS	498				hypothetical protein
FBJMCHFD_01277	CDS	783				hypothetical protein
FBJMCHFD_01278	CDS	537				hypothetical protein
FBJMCHFD_01279	CDS	666				hypothetical protein
FBJMCHFD_01280	CDS	333	czrA_1		COG0640	HTH-type transcriptional repressor CzrA
FBJMCHFD_01281	CDS	522				Protein csk22
FBJMCHFD_01282	CDS	720	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FBJMCHFD_01283	CDS	567				hypothetical protein
FBJMCHFD_01284	CDS	711	rhaR_1			HTH-type transcriptional activator RhaR
FBJMCHFD_01285	CDS	333	csaA_1		COG0073	putative chaperone CsaA
FBJMCHFD_01286	CDS	183	degR_1			Regulatory protein DegR
FBJMCHFD_01287	CDS	258				hypothetical protein
FBJMCHFD_01288	CDS	183				hypothetical protein
FBJMCHFD_01289	CDS	672	rnhA_1	3.1.26.4		Ribonuclease H
FBJMCHFD_01290	CDS	681				queuosine precursor transporter
FBJMCHFD_01291	CDS	396	rnhA_2		COG0328	14.7 kDa ribonuclease H-like protein
FBJMCHFD_01292	CDS	129	sspL_1			Small, acid-soluble spore protein L
FBJMCHFD_01293	CDS	888	ypcP_1	3.1.11.-	COG0258	5'-3' exonuclease
FBJMCHFD_01294	CDS	144				hypothetical protein
FBJMCHFD_01295	CDS	258				hypothetical protein
FBJMCHFD_01296	CDS	3579	era_1			GTPase Era
FBJMCHFD_01297	CDS	507				hypothetical protein
FBJMCHFD_01298	CDS	1101		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
FBJMCHFD_01299	CDS	609				hypothetical protein
FBJMCHFD_01300	CDS	309	atl		COG3695	DNA base-flipping protein
FBJMCHFD_01301	CDS	264				hypothetical protein
FBJMCHFD_01302	CDS	567	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FBJMCHFD_01303	CDS	276				hypothetical protein
FBJMCHFD_01304	CDS	1305	pucK_1		COG2233	Uric acid permease PucK
FBJMCHFD_01305	CDS	585	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FBJMCHFD_01306	CDS	1503	ypwA_1	3.4.17.19	COG2317	Carboxypeptidase 1
FBJMCHFD_01307	CDS	1920	yoaA_1	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
FBJMCHFD_01308	CDS	192				hypothetical protein
FBJMCHFD_01309	CDS	153				hypothetical protein
FBJMCHFD_01310	CDS	1167	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
FBJMCHFD_01311	CDS	300	gpsB_1		COG3599	Cell cycle protein GpsB
FBJMCHFD_01312	CDS	549				hypothetical protein
FBJMCHFD_01313	CDS	237				hypothetical protein
FBJMCHFD_01314	CDS	96				hypothetical protein
FBJMCHFD_01315	CDS	1239				hypothetical protein
FBJMCHFD_01316	CDS	2247	dbpA_3	3.6.4.13		ATP-dependent RNA helicase DbpA
FBJMCHFD_01317	CDS	507	crr_1			PTS system glucose-specific EIIA component
FBJMCHFD_01318	CDS	414				hypothetical protein
FBJMCHFD_01319	CDS	468				hypothetical protein
FBJMCHFD_01320	CDS	183				hypothetical protein
FBJMCHFD_01321	CDS	369	yppE_1			putative protein YppE
FBJMCHFD_01322	CDS	246				hypothetical protein
FBJMCHFD_01323	CDS	105	sspM_1			Small, acid-soluble spore protein M
FBJMCHFD_01324	CDS	963				hypothetical protein
FBJMCHFD_01325	CDS	609	recU_1	3.1.22.4	COG3331	Holliday junction resolvase RecU
FBJMCHFD_01326	CDS	2784	ponA_1		COG0744	Penicillin-binding protein 1A/1B
FBJMCHFD_01327	CDS	492	ypoC			putative protein YpoC
FBJMCHFD_01328	CDS	660	nth	4.2.99.18	COG0177	Endonuclease III
FBJMCHFD_01329	CDS	699	dnaD_1		COG3935	DNA replication protein DnaD
FBJMCHFD_01330	CDS	1293	asnS_1	6.1.1.22		Asparagine--tRNA ligase
FBJMCHFD_01331	CDS	1182		2.6.1.1		Aspartate aminotransferase
FBJMCHFD_01332	CDS	486	ypmB_1		COG5353	putative protein YpmB
FBJMCHFD_01333	CDS	171				hypothetical protein
FBJMCHFD_01334	CDS	2787	dinG_2	3.1.-.-		3'-5' exonuclease DinG
FBJMCHFD_01335	CDS	384	panD_1	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FBJMCHFD_01336	CDS	861	panC_1	6.3.2.1		Pantothenate synthetase
FBJMCHFD_01337	CDS	834	panB_1	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
FBJMCHFD_01338	CDS	978	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FBJMCHFD_01339	CDS	1191	cca_1	2.7.7.72		CCA-adding enzyme
FBJMCHFD_01340	CDS	1134	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
FBJMCHFD_01341	CDS	714	bshB1_1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
FBJMCHFD_01342	CDS	414	mgsA_1	4.2.3.3	COG1803	Methylglyoxal synthase
FBJMCHFD_01343	CDS	804	dapB_1	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FBJMCHFD_01344	CDS	336	ypjD_1		COG1694	putative protein YpjD
FBJMCHFD_01345	CDS	873				hypothetical protein
FBJMCHFD_01346	CDS	888	oxdC_1	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
FBJMCHFD_01347	CDS	303				hypothetical protein
FBJMCHFD_01348	CDS	783				hypothetical protein
FBJMCHFD_01349	CDS	594				hypothetical protein
FBJMCHFD_01350	CDS	768	petD			Cytochrome b6-f complex subunit 4
FBJMCHFD_01351	CDS	675	qcrB_1		COG1290	Menaquinol-cytochrome c reductase cytochrome b subunit
FBJMCHFD_01352	CDS	504	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
FBJMCHFD_01353	CDS	447				hypothetical protein
FBJMCHFD_01354	CDS	540				hypothetical protein
FBJMCHFD_01355	CDS	1272	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
FBJMCHFD_01356	CDS	1287	aroA1_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
FBJMCHFD_01357	CDS	1107				hypothetical protein
FBJMCHFD_01358	CDS	1083	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
FBJMCHFD_01359	CDS	798	trpA_1	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FBJMCHFD_01360	CDS	1203	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
FBJMCHFD_01361	CDS	654	trpF_1	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
FBJMCHFD_01362	CDS	753	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
FBJMCHFD_01363	CDS	1017	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FBJMCHFD_01364	CDS	1548	trpE_1	4.1.3.27	COG0147	Anthranilate synthase component 1
FBJMCHFD_01365	CDS	384	aroH_1	5.4.99.5	COG4401	Chorismate mutase AroH
FBJMCHFD_01366	CDS	1089	aroB_1	4.2.3.4		3-dehydroquinate synthase
FBJMCHFD_01367	CDS	1173	aroC_1	4.2.3.5	COG0082	Chorismate synthase
FBJMCHFD_01368	CDS	771	cheR	2.1.1.80		Chemotaxis protein methyltransferase
FBJMCHFD_01369	CDS	447	ndk_1	2.7.4.6	COG0105	Nucleoside diphosphate kinase
FBJMCHFD_01370	CDS	1050	hepT_1	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
FBJMCHFD_01371	CDS	702	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
FBJMCHFD_01372	CDS	765	hepS_1	2.5.1.30		Heptaprenyl diphosphate synthase component 1
FBJMCHFD_01373	CDS	228	mtrB_1			Transcription attenuation protein MtrB
FBJMCHFD_01374	CDS	573	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
FBJMCHFD_01375	CDS	279	hupA		COG0776	DNA-binding protein HU 1
FBJMCHFD_01376	CDS	1356	spoIVA_1	3.6.1.3		Stage IV sporulation protein A
FBJMCHFD_01377	CDS	678	cssR_1			Transcriptional regulatory protein CssR
FBJMCHFD_01378	CDS	1356	cssS_1	2.7.13.3		Sensor histidine kinase CssS
FBJMCHFD_01379	CDS	165	yuzO_1			putative protein YuzO
FBJMCHFD_01380	CDS	921	slmA_1			Nucleoid occlusion factor SlmA
FBJMCHFD_01381	CDS	1389	fumC_1	4.2.1.2		Fumarate hydratase class II
FBJMCHFD_01382	CDS	186				hypothetical protein
FBJMCHFD_01383	CDS	1443	gerAA_1			Spore germination protein A1
FBJMCHFD_01384	CDS	1101	gerAB_1			Spore germination protein A2
FBJMCHFD_01385	CDS	1113	gerAC_1			Spore germination protein A3
FBJMCHFD_01386	CDS	633	liaR_3		COG2197	Transcriptional regulatory protein LiaR
FBJMCHFD_01387	CDS	1083	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
FBJMCHFD_01388	CDS	732	liaF_1		COG4758	Protein LiaF
FBJMCHFD_01389	CDS	870	liaG_1		COG3595	Protein LiaG
FBJMCHFD_01390	CDS	678	liaH_1		COG1842	Protein LiaH
FBJMCHFD_01391	CDS	381	liaI_1			Protein LiaI
FBJMCHFD_01392	CDS	1269				hypothetical protein
FBJMCHFD_01393	CDS	570	yvqK_1	2.5.1.17	COG2096	Corrinoid adenosyltransferase
FBJMCHFD_01394	CDS	1227	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FBJMCHFD_01395	CDS	1068	hmuU_1		COG0609	Hemin transport system permease protein HmuU
FBJMCHFD_01396	CDS	945	btuF_1			Vitamin B12-binding protein
FBJMCHFD_01397	CDS	792	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBJMCHFD_01398	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
FBJMCHFD_01399	CDS	1743	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
FBJMCHFD_01400	CDS	720	sphR_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
FBJMCHFD_01401	CDS	237	rsoA			Sigma-O factor regulatory protein RsoA
FBJMCHFD_01402	CDS	579	sigO_1			RNA polymerase sigma factor SigO
FBJMCHFD_01403	CDS	156	yvrJ_1			putative protein YvrJ
FBJMCHFD_01404	CDS	1161	oxdC_2	4.1.1.2	COG2140	Oxalate decarboxylase OxdC
FBJMCHFD_01405	CDS	423	yvrL_1			Membrane-bound negative regulator YvrL
FBJMCHFD_01406	CDS	804	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
FBJMCHFD_01407	CDS	1011	feuC_2		COG0609	Iron-uptake system permease protein FeuC
FBJMCHFD_01408	CDS	1068	feuB_2		COG0609	Iron-uptake system permease protein FeuB
FBJMCHFD_01409	CDS	939	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FBJMCHFD_01410	CDS	1413	ydgI		COG0531	Putative arginine/ornithine antiporter
FBJMCHFD_01411	CDS	141	sspJ_1			Small, acid-soluble spore protein J
FBJMCHFD_01412	CDS	483	ydjM_1		COG1988	Inner membrane protein YdjM
FBJMCHFD_01413	CDS	1875	ltaS2_1		COG1368	Lipoteichoic acid synthase 2
FBJMCHFD_01414	CDS	927				hypothetical protein
